source,question,answer,rating
puzzles4_forum_hardest_1905,....28..33.2..7.6...83..7..29.....5......5...5.62....7....9.4..8.97....6.....1.7.,967128543312547869458369721291876354734915682586234197175692438849753216623481975,7
puzzles4_forum_hardest_1905,..97...6.....8.4...3...2..5.9.6...1.3.6.4....1.7...........58......9...29..3...7.,589714263762583491431962785298657314356841927147239658623175849875496132914328576,12
puzzles4_forum_hardest_1905,7.....9...81.4..5....3....1..2..87...6.5....3....1..4.2...5.....7...62....9......,723185964681942357594367821412638795967524183358719642236851479175496238849273516,9
puzzles1_unbiased,..3..6.2....5..4.......75.62..9.....6....3.9...7.5......5..46.9..2.3.1..93.7.....,573486921826591473149327586214978365658143792397652814785214639462839157931765248,0
puzzles1_unbiased,..7..35..9....732..5.26...........7..3.1....2746..98..4....2793......2....8.3....,627983514981457326354261987512348679839176452746529831465812793173695248298734165,0
puzzles1_unbiased,...4.1.....8.62.....3...4.64..2.7.9.....13..8....8......4.......61...3299.....68.,679431852148562937253879416486257193795613248312984765824396571561748329937125684,0
puzzles1_unbiased,36...95..1.5..2....8.5..4......9...6...81.3.4.3.........81.4.959.........1...58.2,364789521175342968289561473541293786692817354837456219728134695953628147416975832,2
01_file1,......6...4...9.8....75.1..2.9....16.8....2..16....8.44...1......8.9..2.6.2.8.9.1,937128645541639782826754139279845316384961257165372894493217568718596423652483971,36
puzzles4_forum_hardest_1905,..1.5...2.......3.37....6...4.8.5..61...6.2....6..2.8...4.2...8.....94..6..74.9..,461953872928674531375281649247835196189467253536192784794526318852319467613748925,7
puzzles5_forum_hardest_1905_11+,.....5.....5....243..2..1..9...71....3..297.....3......84.....6....6..8.1..7..2..,421695873675813924398247165942571638836429751517386492784932516259164387163758249,9
puzzles4_forum_hardest_1905,..64.23..3...9...2...3..8....7.5.1...6.......5....47.9..5....8.4..5....3.73..9.1.,986472351314895672752316894247958136169723548538164729695231487421587963873649215,47
01_file1,.8.64...2..3...67..2...7..4..637.48..38......74...2.6...4.13.....2.5..........3..,587641932493528671621937854216375489938164527745892163854713296362459718179286345,12
puzzles4_forum_hardest_1905,....3.1.6.....2.7....46.5....51..4.3..3..4...9......8..7...9.....1.4.6..2........,482735196356912874719468532825197463163284759947356281674529318591843627238671945,37
puzzles1_unbiased,2...3...165.....298.1....4.......6.....2.6...1...84..2...6....75.....3....4.71.5.,249835761653147829871962543492713685785296134136584972328659417517428396964371258,3
puzzles4_forum_hardest_1905,......5..3....9..6.1..4..9...14...3..4...3..28...1.9....5.87...7..6......8..3..2.,498326517352179846617548293271495638549863172863712954935287461724651389186934725,45
01_file1,.4..5.2.7...6.2....9..74.65...5..6..5...9..74...2.75.9.....97......6...213....9..,643951287857632491291874365974518623512396874368247519425189736789463152136725948,11
puzzles1_unbiased,.......4.6.5..319..2.16.....1..5...35........8472.....7......892..51...7.8...6.1.,138925746675483192429167358912654873563871924847239561751342689296518437384796215,0
puzzles1_unbiased,.17.82.64.....6...6..9.4..3.......1..25.........3....59..4...8...1......86..293.7,317582964549736821682914573738245619425691738196378245953467182271853496864129357,0
puzzles1_unbiased,2.68..4....5.91.2........7..6....7.4.....9..193.7..............37.1...8685.4.....,296873415745691823183254679568312794427589361931746258612938547374125986859467132,0
01_file1,8...4........7..6..3...5.8.....635...538.764..8.4....7.....63......8..7..19....5.,896341725521978463734625981147263598953817642682459137278596314365184279419732856,43
puzzles1_unbiased,.3..26.9...1.5...4.56..8....1........43...98.6.2.....3...38..19...2.9..8...4..27.,834126597291753864756948321918532746543617982672894153427385619165279438389461275,3
puzzles4_forum_hardest_1905,.9.1..8.......6.7...582....4......3..52...9..........6.2..5.1....9......7....3..4,293174865148536279675829413416985732852367941937412586324658197569741328781293654,42
puzzles4_forum_hardest_1905,.8...9..2...5..6....5.2..48.....3.2442..5.8....8........2.8..561..7......6.......,786349512249518637315627948591863724427951863638472195972184356154736289863295471,17
01_file1,69............97.2..76.8.........5.7..4.....878...1.9.81.9.......3.8........178..,691725483548139762327648951136892547954376128782451396815963274273584619469217835,47
01_file1,..5..3...6..4....527....4.......631...45.1.68...83.........48.3..8..5..6.4..8.1..,485973621693412785271658439859246317734591268162837594927164853318725946546389172,42
puzzles4_forum_hardest_1905,..2.6........32....6.1.8..4.......56.5...14....6.9..1..2....8..7.......1.1.8.6.4.,532964178148732965967158234491283756253671489876495312624517893785349621319826547,313
puzzles1_unbiased,...29......2...7.88..41.62.....79..4.....6..198...........3.5..631.....72....1..9,367298145412563798859417623126379854574826931983145276798634512631952487245781369,0
puzzles4_forum_hardest_1905,82..6...7...7.8.2........4.1.26..4..68...1.....52.......3.1.2.826......4..8....9.,821465937496738125357129846132657489684391752975284361543916278269873514718542693,55
puzzles1_unbiased,..4.56.2..3.......8..9.......9..5.4.....7.29....1.8.7..2..4.1.....519.....56.79..,194756823532481769867932415789265341651374298243198576926843157478519632315627984,1
puzzles1_unbiased,....68......7..2....35...94...25.64.6...4...8..9..1.2..1.9.......2.....194......3,291468537584793216763512894138257649625349178479681325817936452352874961946125783,1
puzzles1_unbiased,..7.4.....41....2..2...54...5.7.....7..3.8..6..41....2..9.61..........1..6.23..8.,697842351541673829328915467956724138712398546834156792489561273273489615165237984,0
puzzles1_unbiased,...3...4...2...7..81......3...6...2.6...28..95.8..1.....9.64..83...........1..5.6,965387241432916785817542963791635824643728159528491637159264378376859412284173596,3
puzzles4_forum_hardest_1905,2....85......1.....6.3...81...4......4617.9...7...3.14.........6.98...7..8..3..49,214768593358219467967354281193426758846175932572983614431597826629841375785632149,40
puzzles4_forum_hardest_1905,..2...5..4...9...1.3...8.6....97.1......1..5.1....4..9..6....2.8..7......5.4..3..,682147593475396281931258764568973142394612857127584639716839425843725916259461378,10
puzzles4_forum_hardest_1905,3..7....6...8..7....1..9.4..1..9..2.94...2.....25.......9..5.1..6....3.9........8,385724196496851732721369845518697423943182567672543981839275614267418359154936278,43
puzzles1_unbiased,.37.....86.........2...17.3..8..6.3..69.2.14..4..9.....74..2.81....5.4.2...7.....,937245618681379254425681793258416937769823145143597826574962381396158472812734569,5
puzzles4_forum_hardest_1905,.....7.1.8...5...2..19......8.4...6..4...59..5...6...7..5.3.2..3......7..28..6..3,453627819896154732271983654187492365642375981539861427915738246364219578728546193,20
puzzles1_unbiased,8....9.21....13...3.....4..95.....47......6....7..6.8.76.9..1.4..9..7.....34..8..,875649321694213758321875496956381247238794615147526983762958134489137562513462879,0
puzzles4_forum_hardest_1905,..23....6...4....9.4...135...5...86..7.1...........9...5..1.73.8..7.4.....75.36..,192358476563472189748691352325947861974186523681235947256819734839764215417523698,29
puzzles1_unbiased,.3.1...6...56..39......98.53.6795...5..86.........4.......461..6.2..3.8.........7,839157462475682391261439875346795218527861943198324756783546129612973584954218637,1
puzzles4_forum_hardest_1905,.6.7.....3....4.2.....9....17...9.3...5...9..4..6.2.8..4...12.8..1....4.8.....3.1,268735194359164827714298563172589436685473912493612785946351278531827649827946351,30
puzzles4_forum_hardest_1905,.4...8.1...3...8......9.2...1...268.6...5...2.2...7.5..5.78....4......7...1..45..,245378916793216845168495237517942683684153792329867451952781364436529178871634529,23
puzzles4_forum_hardest_1905,.3.4...7...1.....6..5..1..9...5......5..37...3...49.5.2.6...8......8...2.9.7...4.,839456271741293586625871439967528314154637928382149657276314895413985762598762143,19
puzzles0_kaggle,..8..72..64.1537....9....363.4..8..9.....5..1.81.69.5.......38.47..8...2.95.2..4.,538697214642153798719842536354218679967435821281769453126974385473581962895326147,0
puzzles4_forum_hardest_1905,37.4.59.......2.4.2.4.6...7..2..6..9..9.7.8...3.....7.....5.7...1.....9.4..6....5,371485962658792341294163587742836159169574823835921476926358714513247698487619235,35
puzzles4_forum_hardest_1905,...6..54...7.2.6.......5..27....326...6.5...3.3.26.9...98......6...1.8...7......9,312679548547328691869145732781493265926857413435261987298734156653912874174586329,9
puzzles4_forum_hardest_1905,9..41...34..3.8..5.8...2...........47.....95..4.5..37.5..9....7..1.......9..6.5..,925416783417398265683752491259673814736841952148529376562984137871235649394167528,123
01_file1,....95.1...3.........3.7.568.4.1...7.....6..1..1.7.9...1.63...5.3..59.7.......6.3,786295314543168729192347856854913267379826541261574938917632485638459172425781693,50
01_file1,....3.....3.4.5..7.58.27....72...6.1.4.........3.8..7.4..2........54...8.8..73.2.,764839215231465987958127346872394651649751832513682479495218763327546198186973524,45
puzzles4_forum_hardest_1905,..4..7.5..1..5.6..........9..57...6.9...36.8..6..4...2..3.7..4.1....4...4..8..2.5,294617358718953624536482719845729163921536487367148592683275941152394876479861235,38
puzzles4_forum_hardest_1905,..1..5..7....7..9.3...1.....6....3....25....89....14.......8.4...8.5...26....28..,291485637854376291376219584165824379742593168983761425529138746438657912617942853,51
puzzles5_forum_hardest_1905_11+,8...72.....18..........5..85..7....1..9....3..16...4....3...6......4..9.1..2....5,865972314971834562342615978534796281289451736716328459453189627628547193197263845,27
puzzles1_unbiased,..4.7.........2.....1..5.6.8.....59..378..6...4.....8..7..3........1.2.7..2..795.,654378129983162475721945368816723594537894612249651783175239846498516237362487951,1
puzzles4_forum_hardest_1905,..95...2..8......53...1.7..9.6..53...4........3..9...76..9..5.......1.3..5..6397.,169547823784239165325618749916475382547382691832196457673924518498751236251863974,82
puzzles4_forum_hardest_1905,..4....7...6..8...5..4..6.26...4........96.3..5.1..4..2........1.....36...56..2.1,894261573326758914571439682613842759742596138958173426269315847187924365435687291,176
puzzles4_forum_hardest_1905,83.........6.7...5......13..6...9..2..25...4..4..2.7....9.5...4......6...1.8.4...,835241967196378425274965138763489512982517346541623789329156874458732691617894253,54
puzzles4_forum_hardest_1905,7...6..9......38...8.2....4..1.3..425......1..2.1..9....5.7.....1.9...8.6..3.....,753864291294513867186297354961738542537429618428156973845672139312945786679381425,32
01_file1,....26.1..3......9..1...7....75..13...9.385......1...8.95....737.3......81....95.,974826315638157429521493786487569132169238547352714698295641873743985261816372954,19
puzzles4_forum_hardest_1905,....34......18....8..7..2...6......57...2.4....1....9...5....6.4..8..7...9......1,617234589942185673853796214364978125789521436521463897175342968436819752298657341,19
puzzles4_forum_hardest_1905,..6.7.1...9...2..7...5...3..6..3.2....8..7..44..6...1..7..9...15......9...9..18..,826973145395142687714568932167439258958217364432685719673894521581726493249351876,14
puzzles0_kaggle,..98...7..12....846...3.9...962.4......5...1..54.9326.32..165.....4.57.3.85..7..1,539842176712659384648731952196274835273568419854193267327916548961485723485327691,0
puzzles1_unbiased,..8..2...6.....7.5..571.......2..4.91.........4..8.6.......438.2..15...6.97...5..,978542163614893725325716894856271439139465278742389651561924387283157946497638512,1
puzzles4_forum_hardest_1905,.3......42..63..5......93....2...1..5..8.1.6...1.4...97...6.....5...2.7..287.....,835127694297634851146589327982376145574891263361245789719468532653912478428753916,68
puzzles1_unbiased,...1..........8..32..6.9.5..9...2..6..63..2...7.9.18..6.7.....29.....768..48.....,763125984519748623248639157891452376456387291372961845687593412935214768124876539,0
puzzles1_unbiased,......3...7..5.41.21...9.85........769..23..15...1........9.8...596.4...128......,485761329973258416216439785831546297697823541542917638764192853359684172128375964,1
puzzles4_forum_hardest_1905,.1..9...26....1.9..948......2..3..8......54....71....33......7...1..65...8.7....6,718593642653421897294867351129634785836275419547189263362958174971346528485712936,18
puzzles4_forum_hardest_1905,.539..4....8..7..5.2.....6..3...8..7..7.3..1.2.....5...7..1..5....4..9....2..5..6,753961428698247135124853769931528647547639812286174593879316254365482971412795386,19
puzzles1_unbiased,8.63.2.47..7....2..2....6.5...27.......91..72.....8.3..7...68..38.......5.......1,816352947957641328423789615195273486638914572742568139271496853389125764564837291,0
01_file1,.18.9..36..2...9.....1....51.4..5.....9.84..2.8........9..2.....2584....4.15.9...,518792436762453981943168275174235869359684712286917543897326154625841397431579628,33
01_file1,.......6.87.6..23.....27..842..738........34..36..8...2...4.....14..2....9....7..,352891467879654231641327958425973816187265349936418572263749185714582693598136724,19
01_file1,.68...25.1....6...7..85...1.7..6.....5.28.76......15.86......2..8..4.....12.3....,968317254145926873723854691879465132451283769236791548694178325387542916512639487,20
puzzles4_forum_hardest_1905,7...1.3...2.6....7..8..7.......5.9...5.4.....8.9..2.56..3....4..8.9..1..6....1..8,764815329925643817318297564471356982256489731839172456193728645582964173647531298,6
01_file1,...3.2.6....16.9......98.2...6.31.92........8..182..3...2..9..6.75....8..6.....1.,954372861238165947617498523786531492523946178491827635142789356375614289869253714,19
puzzles4_forum_hardest_1905,.67..3..8.5.7..6..4..8...7.......16..8..3...75..6..........6...6....9.2..793.....,267953418853741692491862375734285169986134257512697834325476981648519723179328546,107
01_file1,....4.1.2.5.6...48..1....6....2...8.....14..5...86.4.........5...61..8...974.862.,683547192759621348241983567415239786968714235372865419824376951536192874197458623,36
puzzles4_forum_hardest_1905,..3...59.....9....8..3....21....328.....1...3..62..7.......4...6..8....7.45..7.2.,263178594571492368894356172157643289982715643436289715718524936629831457345967821,4
puzzles4_forum_hardest_1905,.7....6.1......32...12...75.29.8....4....7......6..5...8..6...3..51..2..9....4...,273549681654871329891236475529483716416957832738612594182765943345198267967324158,18
puzzles1_unbiased,....2...7..8..3..4.5..183..6.5.9..4.......16.....852...278..........4....895.....,931426587268753914754918326675192843892347165143685279327869451516234798489571632,3
01_file1,.4...8.9...15...488.91.....91.7......58......4.7.89......9....4....5..1.7...4.26.,546378192321596748879124536912765483658413927437289651165932874284657319793841265,21
puzzles1_unbiased,8..3.....96.7.........96.7..42....81....4.......25..94....6..2..8.5.4..7.3.1...49,874315962965782413321496875542639781793841256618257394457963128189524637236178549,2
01_file1,.24.1.5.......7.......2.1.9..214.75.4..7....1....9..2...1..94...83...29.....5....,924816573518937642376524189892143756465782931137695824251379468783461295649258317,45
puzzles4_forum_hardest_1905,.57...39.....2..1.1..9.7..6....8......4.....75..7.31....1...6....5..8...9..6.1.7.,457816392869325714123947856716489523384152967592763148231574689675298431948631275,43
puzzles4_forum_hardest_1905,7...3.2....97...3..6...5...9..2....4..8.1..7..5...6.......4...91..3...6...2...8.3,715938246829764531364125987971283654648519372253476198536841729187392465492657813,6
puzzles4_forum_hardest_1905,8.......4.3...7.6....64.....1.23.6..2..76..1......18....9...5..7..9......2...6.3.,867392154534817269192645783915238647248769315673451892389124576756983421421576938,16
puzzles1_unbiased,14.28.7..2.....4...9...12...3.....5..8.96..7..6..4.8.2.....5.6.3.96.........7....,143286795258739416796451283437812659582963174961547832824195367379628541615374928,2
puzzles4_forum_hardest_1905,.......78.1..8.2.....7.9.1..68.7..2.7..4..8....5...6...........3..5......76.1...2,249156378517384269683729514468975123732461895195238647854692731321547986976813452,42
puzzles4_forum_hardest_1905,..725...1....38...4.....3..2...4.6...4.72...57.5.........5......1.....9.5..31...4,637259481951438726482671359293145678148726935765983142876594213314862597529317864,7
puzzles1_unbiased,..786...3..93..4.6....2..7...1...3..5.69..2...8........4.69.1.......36......5.982,427861593819375426635429871291547368576938214384216759748692135952183647163754982,5
puzzles4_forum_hardest_1905,.1..7.8..9..5....3.....4..9..6..3.4..5..2.1.....6.....5.7.8....8.12..5...2.......,415379862978562413263814759786193245359428176142657398537981624891246537624735981,50
puzzles4_forum_hardest_1905,48.9...5...2..4.......3.8..97....5...6.....47..4....9.8..7....5.....64....1.4..7.,486912753352874961197635824973461582268359147514287396849723615725196438631548279,43
puzzles4_forum_hardest_1905,...7....1.2...15.6.......4..6...........3..6.5....62.445..6..9.21..8......6..5..2,645798321729341586381652749964527813172834965538916274457263198213489657896175432,43
01_file1,2.6.35.....729...6.5...7..........693.....8........1..5..9..32.7.3..6....92.....7,286435791137298456954167283428713569315649872679582134561974328743826915892351647,7
puzzles4_forum_hardest_1905,......4......6..9.2....8..58...4.....1...3..2..5.7.6....2..5..113.9...5..8.7.....,391527468758164293246398175863249517917653842425871639672435981134982756589716324,33
puzzles4_forum_hardest_1905,4.1.5..3....4.3......1..8..1.45...2..7..2...6.....4...6.....9....8.....33.2..5.1.,481257639956483271237196854164579328579328146823614795645731982718942563392865417,26
01_file1,9...3...5...5..31.3...81.696...2..........6.1..1.4....89...3....5381......6.....8,917632845468579312325481769639128574742395681581746923894263157253817496176954238,44
puzzles4_forum_hardest_1905,...9..2...4....9....6.1..8..6......3.35.8..7.2....3..4....6......15.7...6..8.1.5.,813976245742358961956214387169745823435182679278693514527469138381527496694831752,22
puzzles4_forum_hardest_1905,..7..2.1.8...5.....6.7....4..31...4..9...6..16...8.5..32.9...7...6..7..2......1..,537492618842651793169738254283175946795246381614389527321964875956817432478523169,34
puzzles2_17_clue,.......493.......1...8........7852.....2.....1............14..3..8........2...7..,286137549374529681591846372943785216865291437127463958759614823438972165612358794,1
puzzles4_forum_hardest_1905,.....2.1..7.8....6..6..35...4..8.2..6..2....4.....1.....49....786..2..5.79..3....,589462713372815946416793582941386275658279134237541698124958367863127459795634821,11
puzzles4_forum_hardest_1905,9.....1....8..7.4..1......5..78..4.....67..2.2....4...........3.5.39......4..6.8.,973485162568217349412963875697852431341679528285134796829741653756398214134526987,8
puzzles4_forum_hardest_1905,...6.9.8.....1.7...6.5.7..9.9...8.3.2...5......67....4.5.3...9...8...1..4.......2,721639485985412763364587219597248631243156978816793524152374896638925147479861352,21
01_file1,......7..57.2.1.9...4..9.....5.....3.9.5.764.76..3.5..3.....9.56..........97..4..,926345781578261394134879256485926173293517648761438529347682915652194837819753462,25
01_file1,5....2......73.....8.41.........15...952..3...2.3...892.1..3...8.......2.398..15.,563982741412736895987415263378691524695248317124357689241563978856179432739824156,13
puzzles4_forum_hardest_1905,.....8..5.1..9..2....3..4..6...1..9.19......872..........5..3.......4..69...6..7.,439628715516497823872351469643815297195742638728936154267589341351274986984163572,48
puzzles1_unbiased,.3...4...726........9...6.8.8.3....7...68.2..3.7.2..1.9..81...2......1...4....7..,538264971726198534419573628682351497194687253357429816975816342263745189841932765,1
01_file1,8..9.56...6..418.5.......94....5.1...5.4.6.899.6....4.....1..6.6.3.....1..2......,847935612269741835135862794428359176351476289976128543584213967693587421712694358,5
puzzles4_forum_hardest_1905,.5..1.8..4......9...93......7...8.15....7..48...5..7...4..5.1..61...2.3...2.....6,357619824461287593829345671274968315596173248138524769943756182615892437782431956,19
01_file1,.....64.5....7....95..3.67...7.9.54.6....59.3....43.6.86.......2.4..9.5....4.....,783916425416572839952834671137698542648725913529143768861257394274389156395461287,55
puzzles0_kaggle,.....68.5..2.15...93.47.....9618..5......3.4..4.62.1...7.8...1.3.4...27.28.53..69,417296835862315794935478621796184352128753946543629187679842513354961278281537469,0
puzzles4_forum_hardest_1905,.8...51..7.16....4.......6....83.2....2..1....3..5...1..4.9.....5...83.........79,486375192721689534395124768149836257572941683638257941264793815957418326813562479,8
puzzles1_unbiased,152..3..............7.5.1.26......1...8.4.....13.7..6..7....9.68..73.......2.6.8.,152463879489127653367958142645389217728641395913572468274815936896734521531296784,4
puzzles1_unbiased,..1...2..9..8.6..5.76.....47..56....5..493.26....1......7.2..8.24.....7......4...,851349267924876135376152894792568341518493726463217958137625489245981673689734512,1
puzzles4_forum_hardest_1905,....5...2.27..69..........71...2.......3..2...7...8.9..86..2..9..94..6....5...8..,943857162527146938861293457158924376694375281372618594486532719739481625215769843,70
puzzles4_forum_hardest_1905,1..52.7......1...2..9..7.........48.7....1.254...85..7..4.......6.3.....5....2..9,146529738387614952259837146625793481798461325431285697814956273962378514573142869,53
puzzles4_forum_hardest_1905,.4.2....789.7....3....8..5....9..73..7...219...9.....2..1..4.....6.2..4..2.3....1,345296817892715463167483259258941736673852194419637582931574628786129345524368971,41
01_file1,...7.89...7...4.685..69..4...2..5.....3..7....9....6.79..5....6........4.4.8.957.,624718935379254168581693742762985413153467829498321657917542386835176294246839571,10
puzzles1_unbiased,......71.....2.5.8...54...9.4.1.6.....3....9...7..5..41..7..2..93........762...31,495863712361927548728541369249176853513482697687395124154739286932618475876254931,1
01_file1,..1.......378....4.....3....8....9.......6.436.4.9.5....8.45.96.9.6...8......83.5,461579832937821654825463179283154967159786243674392518318245796592637481746918325,23
puzzles4_forum_hardest_1905,.4..7...5.....4.8.7.9..5.....76..1...2...7..63...2....1......3...8...9...5.7....4,243871695615294783789365241597643128824917356361528479176489532438152967952736814,5
puzzles1_unbiased,.5.649...6..........9..82.3....6.....318...4..9...4.82....3...6.4.......7.....431,352649178687321954419578263874263519231895647596714382125437896943186725768952431,2
puzzles4_forum_hardest_1905,...2....4.....9.1..3..5.7.......1.9..6..7.8....4.....275..8.........3...6.8...3..,987216534546739218132458769875621493269374851314895672753982146421563987698147325,19
puzzles1_unbiased,..4.8..5.3.....41....69......3.......69.4.1..5......3.19......8..5..83.....2.5..6,974183652386527419251694873813759264769342185542861937197436528625978341438215796,0
puzzles4_forum_hardest_1905,.1..8.......5..87.8....94...8..1.9....39...2.9....2..6...3...5.6.......4.9...42..,216487539349526871875139462782613945163945728954872316428391657637258194591764283,18
01_file1,.........4.....1...2..5..46..8..97.5...7.8.2.2..54....9.587........94....7.2...8.,791436852456982137823157946348629715569718423217543698935871264682394571174265389,33
puzzles4_forum_hardest_1905,6.4..3.2......5.7..9.2..3....91......4..3....1...249...3.4..1...1....24...2.8...3,654713829823945671791268354389157462246839517175624938537492186918376245462581793,7
puzzles4_forum_hardest_1905,.....1.2...2.7.9...3.2..7.86...5.8....31...9..9...3..6..971..8.......4..25...4...,947831625812576943536249718624957831783162594195483276469715382371628459258394167,33
puzzles4_forum_hardest_1905,4......6..58..694...9..52........1....51...29.....9.56....3...2.7.....8...28.16..,413982765258716943769345218924568137685173429137429856841637592576294381392851674,21
01_file1,..5.....7......98...8.....2.5.3.....1.6.89.35.3....6.9....938....31.5..69.1.6....,295814367374652981618937452459376128126489735837521649562793814783145296941268573,24
01_file1,73.8.9.1.....1..7...12..9.3....9..8..93....21.7.1....9..8...2...1..8..3..2.5.6...,735849612269315874481267953142793586893654721576128349958431267617982435324576198,36
puzzles4_forum_hardest_1905,.......5......8....8.7....3.3...694....9..3..7....3..6.7.6.2..4.4138...92...1....,467239851913548762582761493835126947126974385794853126378692514641385279259417638,22
puzzles4_forum_hardest_1905,..2.7..5......4..73........5...6.7.2..67.28.........6...3.8.....95.2..8......31.9,162879453859234617374615928531468792946752831287391564713986245495127386628543179,31
puzzles4_forum_hardest_1905,..8....6..6.2.71.....6......2.9.6..46...7.9..7...24.1.....3.2..5.2...4...4.7...9.,218543769365297148497618523821956374634871952759324816976435281582169437143782695,8
puzzles1_unbiased,.3.96.4..6.....5.1.7.3......2...6.95.4...7..3.........9..........254.97.18.......,231965487698724531475318269723486195546197823819253746957832614362541978184679352,0
puzzles1_unbiased,...4..5....8......4..7.5..2.7......51..2..4.....3....9.4...7.869...14...3..56..7.,732486591598123647416795832879641325153279468624358719245937186967814253381562974,2
puzzles4_forum_hardest_1905,....93.....95..31..8..1...5.....5......2....6..2.3.15...7...8...4.....7...1..952.,156893742479526318283417965794165283315278496862934157527641839948352671631789524,56
puzzles4_forum_hardest_1905,.....61...9..2..4......7..593.........4.3..8.82......13...8..9......57...4.6.....,475896123693521847182347965931768452754132689826459371317284596268915734549673218,39
01_file1,.971..4..1......78..8..7.9.8..39..47..4.7.........83.1..58...3......3...3.2.....9,597186423163942578428537196816395247234671985759428361645819732971263854382754619,9
puzzles1_unbiased,1.2....8668....9....4....7..271...95.417..3..8..9....4.69..4.3......2.......67...,172439586683275941594681273327148695941756328856923714769514832435892167218367459,0
01_file1,56.1...474.1..75.9.79....6.............92........8.9.51.645.....4......1.5...96..,563192847481637529279845163397564218815923476624781935136458792948276351752319684,35
puzzles4_forum_hardest_1905,.....2.6.7...8.5....93....89..........1.5.4...4.7....3..58..6.1.....6.2.3...1.8..,834572169762189534519364278953648712271953486648721953425837691187496325396215847,19
01_file1,.3......8...3.6.4.6.28...7...9.....7.....4....45....2.4..2.876..7..6.3.2.....3.8.,134927658987356241652841973369582417218674539745139826493218765871465392526793184,9
puzzles4_forum_hardest_1905,..1..3....7.6.13......7...4..631.8...8.2.............58......9...7.8.4...14.3.6..,641853972972641358358972164726315849185294736439768215863427591597186423214539687,32
puzzles1_unbiased,1..3.4....87.2.......67...2....856....6.3.51.5..4...8.4......3.791.....6........8,129354867687129345345678192914785623876932514532416789458267931791843256263591478,1
puzzles1_unbiased,4...98..1....1..5.1....3.6426.........3..4...9...35..2..7.5.1....1.4.......7..98.,452698731376412859189573264265987413713264598948135672827359146591846327634721985,1
puzzles4_forum_hardest_1905,4..7..9...8......2..2..3.4...5..87..6...1.....4.9...2.1.9.6.....3.2...9...4..9..5,416782953983645172572193846395428761628517439741936528159364287837251694264879315,19
puzzles1_unbiased,.3.6........835....6.7.4..12....7.1...4.2...7..7..9...3.....42...9.8...5.76....9.,738612549941835672562794381293567814614328957857149263385971426129486735476253198,0
puzzles4_forum_hardest_1905,..2...1..9....6..3..79.......4..5.1.5...9...4.8.....2.4..5....6.7..6..4.....438..,642378159958216473137954268394825617521697384786431925419582736873169542265743891,7
puzzles1_unbiased,2........3...9...185...2......68.1..9....35...68.4....6..1..379...9....5..57..8.2,279415638346897251851362794523689147914273586768541923682154379137928465495736812,2
puzzles4_forum_hardest_1905,.7..4.6...4.9...5.8.......2.2...9.1....62.3....7.1......82.......4..5..321..9..6.,572148639643972851891356472426839517159627384387514296738261945964785123215493768,12
puzzles4_forum_hardest_1905,.6...8..47......6...9...5......46.1..3.2....6.....3.9...7..21..5..8......4..3...8,365918274714325869289674531958746312431259786672183495897462153523891647146537928,38
puzzles4_forum_hardest_1905,..2.9.6..........15..3.68.7..89..2...4...2.8.....8..1..7..3....4..5...6...5..93..,812497653367825941594316827758941236143652789926783415671234598439578162285169374,35
01_file1,....9..6..9...41....4.7..5.8.........4..1.7.9.......1...2.39.......41....3.7..4.1,725198364398654172164372958871963245246815739953427816412539687687241593539786421,12
puzzles4_forum_hardest_1905,9...386...6..7..3....6....5.9.8..3..27.3..85.....2......9..4...7.......1.8.76.5..,914538627568472139327619485695847312271396854843125976139254768756983241482761593,50
01_file1,.8..7..9.472...6.3.....4....2..1....9....21..7...98..4.9..47.1.8.1.......4.8.....,183276495472159683659384721528413976934762158716598234395647812861925347247831569,24
01_file1,8.4.521.........58..6..1.......2.....1.5.468.6.5.8..42..36.......7.45...5.......6,874352169321469758956871324748926531219534687635187942493618275167245893582793416,36
puzzles0_kaggle,.36..2.7.29.57.6.8..1..84..6..1...57..74.38.93......4..183...6...589...3.....42..,836942571294571638571638492642189357157463829389257146718325964425896713963714285,0
puzzles4_forum_hardest_1905,.......2..3..82..7...4.....6.....7....51..6...7..26.3..6..382.......4.8.9....1..3,847319526531682947296475318612893754385147692479526831164938275753264189928751463,60
01_file1,9..1......54..7..2....5.6......6..5..1.9.......7..8..37....432...2....8..4......7,976182534854637192321459678483261759215973846697548213769814325532796481148325967,6
puzzles1_unbiased,41....8......6.....5...8.67.397..2....86...5.5.23....96.......1....2...8..4.7.6..,416957832897263514253418967139745286748692153562381479625834791971526348384179625,1
puzzles4_forum_hardest_1905,.3...98....9.1.42.1.......9..3..8..5.8.1...4.51.7...8.3....15.4....4.......6...1.,432579861759816423168324759293468175687153942514792386376281594821945637945637218,5
puzzles2_17_clue,..4.8.........1..6..3.................2.7.4...9...5...51......9.6..4........3.7..,624983517975421836183657924731294658852376491496815273518762349367549182249138765,0
01_file1,6....2...8.....9.4.34.9.....86...32...3.....642....8.9..9.2..3....57.4.......96..,697842153852713964134695287786954321913287546425361879549126738361578492278439615,31
puzzles4_forum_hardest_1905,9..63...7......56..6...8...........44..9..23..3.24.79...84.....3..87...2.1...9...,945632817872194563163758429291387654487965231536241798628413975359876142714529386,17
puzzles4_forum_hardest_1905,9....68.....4....3.1.....7......896....5....17...9.2..8....7.2..5.........43.....,932756814587421693416839572325148967698572341741693258863917425159284736274365189,12
